Tweet_Text,Reply_Count,Retweet_Count,Like_Count,View_Count,Language,Source,Username,Location,year,month,day,hour,minute,weekday,Post_ID,ID_Source,predicted_label
"Non erano solo cellule di bambini abortiti.
Erano cellule "" speciali "" 
Non morivano , continuavano a riprodursi ...
Si chiama cancro e le hanno usate come base per molti vaccini per poi purificarli al 99% e iniettarli .
Ecco da dove deriva il cancro.
E rimarrà silente nell' organismo fino a che non si verificano le condizioni ideali per la loro crescita .
Ora lo sapete",0.0,0.0,1.0,81.0,Yoruba,Facebook,Carlo Ronchi,Mother Land,2024,4,14,9,31,Sunday,Y29tbWVudDoxMjIxNDgxNTI2NDI4NDM2MjlfMTk3OTY0NTYyNTk0MzE4NQ==,Platform_ID,Uncertain
80-90 percent was good except for the kids that got the disease after inoculations.  But it was an acceptable risk.  I remember kids with leg braces and a useless arm in my elementary classroom,0.0,0.0,1.0,81.0,English,Facebook,Cynthia Ellis,United Kingdom ,2024,10,18,9,8,Friday,Y29tbWVudDo3Njk2NDAxNDYxMDQ4OThfMTEwMDIwNDg2MTk5MDQzMg==,Platform_ID,Uncertain
Someone would look now at the children of Gaza strip that were given  the polio shot while under he stress of waring Ide like to know the vaers numbers and Autism numbers of those children. For that matter what of Israels' mandatory covid program?,0.0,0.0,1.0,81.0,English,Facebook,Janice L. Hetherington,"Adelaide, Australia",2024,9,4,5,11,Wednesday,Y29tbWVudDoxMjIxNTY0NDc1NzA2MzM3NTZfMjAwMzY1NzM1NzA1ODU4OQ==,Platform_ID,Factual
"@aproko_doctor Take your Bill Gates maleria vaccine out of Nigeria now. 

Evil merchants!",0.0,0.0,2.0,17.0,English,Twitter,timothy_Baswat,Nigeria,2024,11,29,10,47,Friday,SYN_546267370cead4c1,Synthetic_ID,Misinformation
"I have had chickenpox, measles and mumps but got the polio vac 1952 and long before the mandatory baby vacs.  made sure my children and grandchildren were also vaccinated",0.0,0.0,1.0,81.0,English,Facebook,Michael Newton,Pakistan ,2021,3,2,14,18,Tuesday,Y29tbWVudDoxMTkxOTg4OTczMDI5MjI5XzI1MTIxNjQ0NzQwODA5NTcx,Platform_ID,Factual
"We were live at the FCT Flag-Off Ceremony for the introduction of the HPV vaccine into routine immunization.
This momentous occasion marks a significant step towards a healthier future for our community, especially our girls! 
HPV vaccination is a crucial tool in the fight https://t.co/8c4fhoREri",0.0,3.0,9.0,216.0,English,Twitter,VaccineNet_NG,"Lagos, Nigeria",2023,10,25,11,32,Wednesday,"=""1717127021409546342""",Platform_ID,Factual
"Ang sabi nang WHO one booster is enough for Polio (it doesnt make sense kung every year magpapa vaccine kasi one booster nga daw is enough to fight polio virus) . Pero yong BOQ (requirements para sa ibang bansa) , gustong lagyan nang validity for 1 year. Tama ba pagkakainitindi ko, okay lang sana kung every year i renew lang ang ICV without having the vaccine. Tuturukan tayo pero yong tinuturok sa atin doesnt make any use kasi one booster nga is enough na.. Pero pag nagbayad tayo sa kanila yon yong may pakinabang, kasi magkakapira sila.",0.0,0.0,1.0,81.0,Yoruba,Facebook,Edxin C. Baleña,"Akure, Nigeria",2023,8,1,16,1,Tuesday,Y29tbWVudDo4MzQzODg2MDU4NjIyNjhfMjUwMzA2Mzk5OTY1ODU2NDI=,Platform_ID,Uncertain
"@MidwesternDoc Related:

This Is What Happens When You Don’t Jab Kids: Vaccinated vs. Unvaccinated Data

https://t.co/sN8cPUwmHt",16.0,426.0,883.0,69728.0,English,Twitter,VigilantFox,USA,2024,7,7,1,32,Sunday,SYN_515b7225dbf1dd2e,Synthetic_ID,Uncertain
@NigeriaStories Which kind meaningless  vaccine be this one 😂,0.0,0.0,0.0,34.0,English,Twitter,iambrownson1,Alien Space Craft ,2024,4,13,10,41,Saturday,SYN_7d9852f413691857,Synthetic_ID,Uncertain
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣. The poor appreciate your largesse and insist that you provide Covid-19 palliative as vaccines to their Covid situation. They're also in a hurry to die of the disease. No problem.,0.0,0.0,1.0,81.0,English,Facebook,Dese T. Chongo,"Cardiff, U.K.",2024,12,4,16,6,Wednesday,Y29tbWVudDo0MDU3MzQyMDkwOTcwNTg5XzQwNTczNjEyNDA5Njg2NzQ=,Platform_ID,Uncertain
💯..but i didn't have covid shots..I caught covid and ive had worse colds..lot of hype,0.0,0.0,1.0,81.0,English,Facebook,Patty Nettleton,The gym. Again.,2024,4,14,3,21,Sunday,Y29tbWVudDoxMTkxOTg4OTczMDI5MjI5XzE4MTI2NzIxMzkzNzA5MDU=,Platform_ID,Uncertain
They saved us.  My own mother had polio.,0.0,0.0,1.0,81.0,English,Facebook,Kristine Latton,Nigeria,2024,6,4,8,5,Tuesday,Y29tbWVudDoxMjIzNDk0OTU5ODEyMzMxXzMxMjExMjA5MDgwNjY1MzE=,Platform_ID,Uncertain
"Agreed, but the junk they add to the vaccines, give many side effects, so pharmaceuticals can make more money, as soon as I stopped taking vaccines, my blood pressure improved. Oh by the way, never had any problems till covid, lung and flu shots. I'm sure in the past this was not the case. I'm also not the only one!",0.0,0.0,1.0,81.0,English,Facebook,Chris Verhas,Nigeria,2024,11,22,1,51,Friday,Y29tbWVudDoxMTkxOTczMDAyMjk4MTc1XzE3MjYxNzc3ODQ2MjYwNzY=,Platform_ID,Uncertain
@PIB_India @nsitharaman An excellent decision by our Govt. A vaccine made in India for Indians and the rest of the world. @drharshvardhan @MoHFW_INDIA @WHO,1.0,0.0,4.0,0.0,English,Twitter,draghafur,"Tamil Nadu, India",2021,2,1,8,27,Monday,SYN_9907e87e27077f95,Synthetic_ID,Uncertain
@SecKennedy Mercury was already out of just about every vaccine years ago. Next you'll take credit for the sky being blue too..,2.0,3.0,349.0,6338.0,English,Twitter,ajoenamedjoe,Minnesota,2025,11,4,1,56,Tuesday,SYN_fea30b800fdd5bbd,Synthetic_ID,Uncertain
"Beyond having brain damage from a parasitic worm and having a addiction to Heroin, I think we also are suffering from some form of Physosis/Paranoia. My Sister as a infant caught Polio was in a Iron lung.  A vocal advocate for the Polio Vaccine. So someone preaching the evils of vaccines yet he himself   injected drugs and ate tainted food does not preach those evils? So instead of being a healthy population we are supposed to follow his example and be a addict/and be excepting of food supply with Parasites? This is our example to our Youth?",0.0,0.0,1.0,81.0,English,Facebook,Lisa Fagan-Robinson,"𝓡𝓲𝓬𝓱𝓶𝓸𝓷𝓭,𝓛𝓸𝓷𝓭𝓸𝓷",2024,7,11,11,5,Thursday,Y29tbWVudDoxMzcxNzM0Mzc3NjU3NzYzXzc0Nzg1ODQxODMxNTQ4Ng==,Platform_ID,Misinformation
The antivaxers are not operating on facts. They are reacting emotionally so no amount of facts will persuade them.,0.0,0.0,1.0,81.0,English,Facebook,Cathy Edwards Frederickson,USA ,2025,6,10,7,29,Tuesday,Y29tbWVudDoxMTkxOTczMDAyMjk4MTc1XzEyOTA4NDY3Nzg4NjkwMjk=,Platform_ID,Misinformation
Tried and tested vaccines work. Experimental and untested vaccines are the issue. When the whole human race are lab rats. That is where I and many others have an issue. It shouldn't be that hard to understand.,0.0,0.0,1.0,81.0,English,Facebook,Jim Harrington,"Delta, Nigeria",2025,11,8,12,31,Saturday,Y29tbWVudDoxMTkxOTg4OTczMDI5MjI5XzE0MjI2NTU3MDk0Mjg0NjY=,Platform_ID,Factual
"I have forgotten the age I stopped immunization for my kids,  i will have to check their cards",0.0,0.0,1.0,81.0,Igbo,Facebook,Annex Mercy Kadrils,Sleeping,2021,9,12,2,45,Sunday,Y29tbWVudDoxMjIyMTc0MjI4NTgwNTM1MTZfNTMxODAwNDIzMjkxNjc4,Platform_ID,Uncertain
What is VACCINE?.. I thought vaccine is same as 'prevention' ?..  But does it have a 'CURE'..?!.,0.0,0.0,1.0,81.0,English,Facebook,Siddiq Ousman,Uganda,2024,8,28,19,37,Wednesday,Y29tbWVudDo1NzQ4Nzk1NTE4NDkxODk2XzMxODE3MTkyNTg3NzI0OTI=,Platform_ID,Uncertain
"@camanpour @yodifiji The Pandemic Highlights Lack Of Infrastructure On The African Continent Too
Africa Has The Youngest Population - With A Median Age Of 20; This May Also Account For Low Death Count.",0.0,0.0,1.0,0.0,English,Twitter,andrewkemavor,"South East, England",2021,3,8,21,26,Monday,SYN_84f6b836abb3770d,Synthetic_ID,Uncertain
"@pshegs The existing malaria vaccines, like RTS,S/AS01 (Mosquirix) and R21/Matrix-M, do not provide sufficient protection or their efficacy wanes over time. #banMalariaVaccines",1.0,4.0,10.0,516.0,English,Twitter,XActivistJerry,World wide,2024,11,28,8,9,Thursday,SYN_5277a569f56e5fbc,Synthetic_ID,Factual
Yu ino ksm vacine last yia so Yu kisim polio sut 🤣🤣,0.0,0.0,1.0,81.0,Esperanto,Facebook,Nathan Legi,Nigeria,2024,12,4,2,39,Wednesday,Y29tbWVudDoxMzQ4NzQzNTAzNDc1OTk4XzczNDQ0NTU0OTU3MzM0Nw==,Platform_ID,Uncertain
"Next week we will go for 10weeks immunization but my baby is having fever 
They're going to ejection her or what",0.0,0.0,1.0,81.0,Igbo,Facebook,Aviwe Vivie,Lille 59 France,2025,11,6,10,26,Thursday,Y29tbWVudDo3NzMzNzM4MTU2ODAxMDNfODE5OTg3MjE3NTQ4MDUz,Platform_ID,Uncertain
"@aproko_doctor Simple advice to parents,  make sure you read through the ingredient used for producing the vaccines, and I would always advice you wait. The revelations from Covid vaccines is baffling despite the ""experts"" saying it was 100% safe.",0.0,0.0,1.0,45.0,English,Twitter,shedaif01,Benin,2024,11,29,14,47,Friday,SYN_b939084fd0939f57,Synthetic_ID,Factual
Yes but some vaccines took lives,0.0,0.0,1.0,81.0,English,Facebook,Mary Murphy,"Sydney, New South Wales",2025,11,1,22,23,Saturday,Y29tbWVudDoxMzgyMDA5NTc2NjE3MDEzXzc4NjkwNDI1Mzc0MjQ4NA==,Platform_ID,Uncertain
"Next week we will go for 10weeks immunization but my baby is having fever 
They're going to ejection her or what",0.0,0.0,1.0,81.0,Igbo,Facebook,Aviwe Vivie,"Abuja, Nigeria",2024,10,18,9,53,Friday,Y29tbWVudDo3NzMzNzM4MTU2ODAxMDNfODE5OTg3MjE3NTQ4MDUz,Platform_ID,Uncertain
@NphcdaNG @drfaisalshuaib @Fmohnigeria @NCDCgov @Chikwe_I @WHONigeria @UNICEF_Nigeria @DrEOEhanire @gavi @NGFSecretariat @WMulombo History bawo??? O ti wa su mi bayi!!,0.0,0.0,0.0,0.0,Haitian Creole,Twitter,Daryor10,"London, England",2021,3,2,20,51,Tuesday,SYN_3cafe6269f7be796,Synthetic_ID,Factual
"Pls ma , after d first vaccine, we travel to village , but now my baby is now 3months,, pls can she collect d 6weeks vaccine?? Hope it won't affect her pls",0.0,0.0,1.0,81.0,English,Facebook,Abdulhammed Balqees Jumoke,Nigeria,2025,1,27,18,48,Monday,Y29tbWVudDo3NzMzNzM4MTU2ODAxMDNfMTM5MDI0OTA3NTc5NDg1OQ==,Platform_ID,Uncertain
"Mrna is gmo
Mrna is genetic modification through DNA manipulation and altering turning the human body into a gmo hybrid beast non human and patented intellectual property of the company that created the ""vaccine"". Also it's not a vaccine by definition but a genetic modifying therapy. WAKE UP PEOPLE!!!!

https://www.facebook.com/share/v/1ACbENudPS/

How to get rid of spike protein
https://www.facebook.com/share/r/1CidHk1Wdn/",0.0,0.0,1.0,81.0,English,Facebook,Brandon Elliott,Lagos,2024,2,1,13,32,Thursday,Y29tbWVudDoxMjI5MzU4NzcyNTQ5ODg4XzgyMjgyMTUzMzQ4NzA3MA==,Platform_ID,Uncertain
"Dr. Humphries also raised concerns about a link between vaccines and food allergies.

“It’s very well known that the vaccines that have aluminum in them skew the immune system,” she said.

Aluminum is added to many vaccines to make the immune system react more strongly. But when https://t.co/D68apscwaP",51.0,1117.0,5126.0,543271.0,English,Twitter,VigilantFox,USA,2025,3,27,1,36,Thursday,SYN_4e63008fb0e5596c,Synthetic_ID,Uncertain
"From what I have learned, DDT was the cause of polio.   When that was stopped, polio went away….the vaccine came out at the same time, so that got the credit.",0.0,0.0,1.0,81.0,English,Facebook,Ann Gautier Elrod,📍 Nigeria ,2024,1,22,22,9,Monday,Y29tbWVudDoxNTYxMTE2Njc1MDgzMTMwXzExNjYzNTY2NzIyMjQxOTI=,Platform_ID,Uncertain
@NafdacAgency Idk how these guys keep making these fake dr*gs or how they rebrand them because I know I hard it is for the Levi’s companies making medications 💊 in Nigeria mehn,0.0,0.0,0.0,47.0,English,Twitter,Midumanplug,Land Of Needs,2025,2,22,1,42,Saturday,SYN_521369dcd0355445,Synthetic_ID,Factual
"Lets talk what strain of polio has been found in in Gaza. Yeah, vaccine strain! Not wild! In fact, all latest outbreaks have been vaused by vaccine strains only. You admit it on your own page with statistics!!!!!!Stop infecting people on purpouse and claim vaccines save lifes! They steal lifes!",0.0,0.0,1.0,81.0,English,Facebook,Halyna Nowak,USA! USA! USA!,2024,11,30,11,56,Saturday,Y29tbWVudDoxMjYzOTc0OTU5MDk1MjI1XzgzMDEyNTY4Mjg0NzQ5OA==,Platform_ID,Uncertain
"Ppl should boycott this vaccines, Nigerian leaders never wished any of you good.",0.0,0.0,1.0,81.0,English,Facebook,Chika Onyema,"Taraba, Nigeria",2024,9,4,21,47,Wednesday,Y29tbWVudDoxMjQ3ODIxMTYwNzE1Mzk4XzE5MTg3MDU3MzIwNDc0NzY=,Platform_ID,Uncertain
"@HerbalistChief Whatever you, do not take any vaccine of any kind. Even if the vaccine was prepared by your parents do not take it. If you want to live long, healthy without long term sicknesses and diseases, stay away from all forms of vaccination.",0.0,0.0,0.0,13.0,English,Twitter,Yahushua_Saves,The Netherlands/Germany,2024,12,1,4,30,Sunday,SYN_6a34845c434cc0ec,Synthetic_ID,Misinformation
"Asking random persons whether or not vaccines work because they’re dead had diseases.. well, ok. 

Everyone should answer a more specific question:  have you ever caught a disease you’re vaccinated for, and if so, did you get a severe case of the disease?

I never caught ANY of the diseases I was vaccinated for. 

I DID get chicken pox and was quite sick for weeks - I was a kid growing up in the 70s, and there was no chicken pox vaccine. I have multiple permanent scars from the pox. I now have a risk of shingles. How donI know? My wife also got chicken pox as a kid, and got shingles as an adult during a period of extreme stress and exhaustion. The pain she suffered proves why the vaccine is critical. Both of us got the Shingles vaccine, so we won’t likely develop full-blown Shingles the rest of our lives. Worth it. 

If you want to “settle this,” look up the numbers from the public health experts, not the conspiracy spreading a-holes with a purpose to make us loose faith in professional scientists and physicians.",0.0,0.0,1.0,81.0,English,Facebook,Larry Seltzer,Worldwide,2023,5,11,14,41,Thursday,Y29tbWVudDoxMzAxMjk0Njg0Nzg0NzMxXzM2NzQ0Mzg2MTI4NjA2NjM=,Platform_ID,Factual
I got the vaccine to it gave me cervical cancer an cant have kids i got it when was 13 started having endometriosis then full on cervical after I had my son which was serious complications at birth .. we both almost died . Now I cant have kids anymore had a hysterectomy when my son was 6 months old cant have anymore babies now because of the Dr's. But cant sue em right its bs .,0.0,0.0,1.0,81.0,English,Facebook,Mina Hendricks,South Florida ,2025,8,12,6,26,Tuesday,Y29tbWVudDoxNTYxMTE2Njc1MDgzMTMwXzc5NzI3MDgxMzE1MDUwNQ==,Platform_ID,Uncertain
Funny you didn't mention covid.,0.0,0.0,1.0,81.0,English,Facebook,David Baker,USA,2025,6,30,4,59,Monday,Y29tbWVudDoxMTkxOTg4OTczMDI5MjI5XzEzNTY5NjA2MjI4Mjc5MTE=,Platform_ID,Uncertain
"Polio had ended before the vaccine, and JONAS Salk said so.  He said the only cases of polio were the vaccine strain.",0.0,0.0,1.0,81.0,English,Facebook,Anita Nellis,"Lagos, Nigeria",2025,11,9,20,1,Sunday,Y29tbWVudDoxNTYxMTE2Njc1MDgzMTMwXzg1MDIzMTAyMTUwMjg0Mg==,Platform_ID,Uncertain
"@pshegs Flee all appearances of vaccination for the sake of your health and life. Also tell your loved ones too 🙏🏾
#BanMalariaVaccines",0.0,2.0,3.0,275.0,English,Twitter,Kirstin298,Nigeria,2024,11,28,8,22,Thursday,SYN_f4269fdada5ce716,Synthetic_ID,Factual
"@WHOAFRO my brain hurts... how would this even work?!

Why does Africa still trust you &amp;/or vaccines?!
Why don't you help their health w/ agriculture and fresh water instead of injecting chemicals into them?!  How much aluminum is in this one?!",0.0,0.0,3.0,81.0,English,Twitter,CynickalGirl,Asheville,2024,1,22,21,0,Monday,SYN_a05c23dfa457cb38,Synthetic_ID,Uncertain
Buhari should first take the vaccine..,0.0,0.0,1.0,81.0,English,Facebook,Flourish Louis,"Berlin, Germany",2025,9,6,1,6,Saturday,Y29tbWVudDo0MDU3MzQyMDkwOTcwNTg5XzQwNTczNDYzODA5NzAxNjA=,Platform_ID,Uncertain
"So can parents choose to not have there vaccinated kids around the disease infected non vaccinated ones?
Maybe have segregated schools for the non vaccinated.
Sounds like a new business opportunity 🤔. 
VAX ONLY SCHOOLS!!!!!",0.0,0.0,1.0,81.0,English,Facebook,Steve M Reeves,Canada,2025,11,4,1,1,Tuesday,Y29tbWVudDoxMTU5MjY2MzEzMDQ0Njc5XzEzMTgzMjY4MDY2MjQyMTE=,Platform_ID,Uncertain
@VigilantFox I've been telling my daughter for 8 years that the vaccine caused ADHD in both of my grandkids.,1.0,0.0,2.0,535.0,English,Twitter,jaxjaggurl,Florida ,2024,7,7,8,54,Sunday,SYN_d6ba07308030b548,Synthetic_ID,Uncertain
"Yeah Covid worked didn’t it, it killed more people than it saved!!!!
Jab free and still here!!!!",0.0,0.0,1.0,81.0,English,Facebook,Bobby Mac,"Kaura-Namoda, Nigeria",2021,2,7,6,54,Sunday,Y29tbWVudDoxMTkxOTg4OTczMDI5MjI5XzIyMTQ4MjM5MTU2ODQxNDQ=,Platform_ID,Uncertain
"@MichaelPSenger Nigerian here. He was just posturing. Nigeria relies on DONATED vaccinations and so far, we haven't even received up to 6 million doses for our roughly 200 million population. Secondly, no laws ever get enforced here.",5.0,4.0,44.0,0.0,English,Twitter,tuneh,"Lagos, Nigeria",2021,9,12,9,35,Sunday,SYN_94e86ccb741b6f31,Synthetic_ID,Uncertain
@IanCopeland5 “Anti vax”  no. Just that particular “vaccine”,5.0,0.0,5.0,193.0,English,Twitter,Suzyqtou101,USA,2024,12,3,17,50,Tuesday,SYN_8e2c7a047995fabd,Synthetic_ID,Misinformation
"@pshegs Aproko doctor and others at the fore front of propagating GMO, pls be warned. Don't end up collecting generational curses because of Bill Gates' $$$",1.0,5.0,13.0,811.0,English,Twitter,Engr_Bamise,Bangkok,2024,9,3,16,33,Tuesday,SYN_95e24e8b0de3baf0,Synthetic_ID,Factual
"Actually they are injecting illness.. wanted to ill u and running their pharma industry and then kill u..to depopulate the world...
They are making two profits",0.0,0.0,1.0,81.0,English,Facebook,Ali Zeb Khan,Lochwaangamatak,2021,11,6,22,50,Saturday,Y29tbWVudDoxMzcxNzM0Mzc3NjU3NzYzXzg0NzQ0ODIzMTAyNjA3Mw==,Platform_ID,Uncertain
"पोलियो मुक्त भारत ही स्वस्थ भारत की पहचान है 🇮🇳
हर बच्चे को समय पर टीका लगवाना हमारी जिम्मेदारी है।
आइए, उन सभी स्वास्थ्य कर्मियों को सलाम करें जो निस्वार्थ भाव से इस मिशन को सफल बनाने में जुटे हैं। 🙏
#WorldPolioDay #PolioFreeIndia #HealthcareHeroes",0.0,0.0,1.0,81.0,Hindi,Facebook,Chi Ntu,Où le destin m'envoies,2024,9,3,18,43,Tuesday,Y29tbWVudDoxMTU0ODA3NjMwMTc0NDc4XzE1MTIxOTYxOTY0OTcwODE=,Platform_ID,Factual
@IanCopeland5 Half of all deaths for the whole recorded human timespan have been caused by malaria. I'll bet no one in Nigeria is anti-vax.,0.0,0.0,4.0,108.0,English,Twitter,JerryJorgenson3,Nigeria,2024,12,4,16,12,Wednesday,SYN_4a0c840083671c14,Synthetic_ID,Misinformation
